LIBGEO,AN,LOG,TYPE_HABITAT,NOMBRE
Saint-Thibéry,2017,1501,Appartements,260
Saint-Vincent-de-Barbeyrargues,2017,288,Appartements,24
Saint-Vincent-d'Olargues,2017,340,Appartements,4
Salasc,2017,211,Appartements,11
La Salvetat-sur-Agout,2017,1632,Appartements,247
Saturargues,2017,420,Appartements,46
Saussan,2017,646,Appartements,57
Saussines,2017,475,Appartements,44
Sauteyrargues,2017,196,Appartements,15
Sauvian,2017,2599,Appartements,372
Sérignan,2017,4571,Appartements,865
Servian,2017,2518,Appartements,309
Sète,2017,32194,Appartements,26143
Siran,2017,563,Appartements,32
Sorbs,2017,67,Appartements,4
Soubès,2017,547,Appartements,61
Le Soulié,2017,266,Appartements,9
Soumont,2017,154,Appartements,36
Sussargues,2017,1194,Appartements,156
Taussac-la-Billière,2017,315,Appartements,41
Teyran,2017,1952,Appartements,160
Thézan-lès-Béziers,2017,1530,Appartements,251
Tourbes,2017,900,Appartements,59
La Tour-sur-Orb,2017,870,Appartements,49
Tressan,2017,366,Appartements,18
Le Triadou,2017,229,Appartements,38
Usclas-d'Hérault,2017,209,Appartements,6
Usclas-du-Bosc,2017,133,Appartements,9
La Vacquerie-et-Saint-Martin-de-Castries,2017,184,Appartements,9
Vacquières,2017,479,Appartements,14
Vailhan,2017,115,Appartements,5
Vailhauquès,2017,1017,Appartements,71
Valergues,2017,858,Appartements,87
Valflaunès,2017,371,Appartements,33
Valmascle,2017,30,Appartements,0
Valras-Plage,2017,9185,Appartements,4538
Valros,2017,863,Appartements,125
Vélieux,2017,58,Appartements,0
Vendargues,2017,2905,Appartements,816
Vendémian,2017,509,Appartements,30
Vendres,2017,2405,Appartements,99
Verreries-de-Moussans,2017,124,Appartements,2
Vias,2017,5523,Appartements,947
Vic-la-Gardiole,2017,2319,Appartements,206
Vieussan,2017,326,Appartements,22
Villemagne-l'Argentière,2017,293,Appartements,11
Villeneuve-lès-Béziers,2017,2516,Appartements,584
Villeneuve-lès-Maguelone,2017,4315,Appartements,1142
Villeneuvette,2017,63,Appartements,10
Villespassans,2017,139,Appartements,2
Villetelle,2017,591,Appartements,45
Villeveyrac,2017,1723,Appartements,213
Viols-en-Laval,2017,97,Appartements,24
Viols-le-Fort,2017,574,Appartements,73
La Grande-Motte,2017,20563,Appartements,18665
Aigaliers,2016,314,Appartements,23
Aigremont,2016,378,Appartements,12
Aigues-Mortes,2016,5095,Appartements,1269
Aigues-Vives,2016,1521,Appartements,187
Aiguèze,2016,230,Appartements,66
Aimargues,2016,2686,Appartements,470
Alès,2016,24006,Appartements,15185
Allègre-les-Fumades,2016,608,Appartements,86
Alzon,2016,275,Appartements,42
Anduze,2016,2346,Appartements,1040
Les Angles,2016,4782,Appartements,1766
Aramon,2016,2090,Appartements,554
Argilliers,2016,215,Appartements,7
Arpaillargues-et-Aureillac,2016,555,Appartements,31
Arphy,2016,184,Appartements,3
Arre,2016,231,Appartements,48
Arrigas,2016,267,Appartements,20
Aspères,2016,236,Appartements,26
Aubais,2016,1369,Appartements,150
Aubord,2016,995,Appartements,76
Aubussargues,2016,234,Appartements,5
Aujac,2016,189,Appartements,7
Aujargues,2016,452,Appartements,30
Aulas,2016,409,Appartements,93
Aumessas,2016,331,Appartements,8
Avèze,2016,688,Appartements,195
Bagard,2016,1166,Appartements,103
Bagnols-sur-Cèze,2016,9858,Appartements,5658
Barjac,2016,1149,Appartements,278
Baron,2016,195,Appartements,13
La Bastide-d'Engras,2016,149,Appartements,1
Beaucaire,2016,7732,Appartements,3355
Beauvoisin,2016,2018,Appartements,244
Bellegarde,2016,3153,Appartements,519
Belvézet,2016,225,Appartements,10
Bernis,2016,1471,Appartements,182
Bessèges,2016,2227,Appartements,1411
Bez-et-Esparon,2016,302,Appartements,52
Bezouce,2016,1072,Appartements,164
Blandas,2016,157,Appartements,3
Blauzac,2016,657,Appartements,39
Boisset-et-Gaujac,2016,1119,Appartements,88
Boissières,2016,248,Appartements,10
Bonnevaux,2016,91,Appartements,4
Bordezac,2016,285,Appartements,77
Boucoiran-et-Nozières,2016,454,Appartements,66
Bouillargues,2016,2724,Appartements,356
Bouquet,2016,152,Appartements,0
Bourdic,2016,215,Appartements,21
Bragassargues,2016,97,Appartements,9
Branoux-les-Taillades,2016,845,Appartements,142
Bréau-Mars,2016,494,Appartements,41
Brignon,2016,409,Appartements,68
Brouzet-lès-Quissac,2016,157,Appartements,15
Brouzet-lès-Alès,2016,401,Appartements,68
La Bruguière,2016,247,Appartements,6
Cabrières,2016,716,Appartements,94
La Cadière-et-Cambo,2016,144,Appartements,2
Le Cailar,2016,1193,Appartements,115
Caissargues,2016,1769,Appartements,194
La Calmette,2016,1054,Appartements,189
Calvisson,2016,3117,Appartements,484
Campestre-et-Luc,2016,138,Appartements,10
Canaules-et-Argentières,2016,211,Appartements,11
Cannes-et-Clairan,2016,274,Appartements,26
La Capelle-et-Masmolène,2016,294,Appartements,6
Cardet,2016,459,Appartements,45
Carnas,2016,264,Appartements,14
Carsan,2016,331,Appartements,17
Cassagnoles,2016,228,Appartements,5
Castelnau-Valence,2016,230,Appartements,6
Castillon-du-Gard,2016,903,Appartements,66
Causse-Bégon,2016,16,Appartements,0
Caveirac,2016,1849,Appartements,213
Cavillargues,2016,508,Appartements,77
Cendras,2016,1024,Appartements,470
Chambon,2016,308,Appartements,16
Chamborigaud,2016,684,Appartements,146
Chusclan,2016,497,Appartements,62
Clarensac,2016,1769,Appartements,195
Codognan,2016,1104,Appartements,133
Codolet,2016,330,Appartements,70
Collias,2016,761,Appartements,49
Collorgues,2016,274,Appartements,12
Colognac,2016,213,Appartements,26
Combas,2016,341,Appartements,28
Comps,2016,778,Appartements,50
Concoules,2016,341,Appartements,21
Congénies,2016,781,Appartements,58
Connaux,2016,827,Appartements,77
Conqueyrac,2016,67,Appartements,14
Corbès,2016,104,Appartements,38
Corconne,2016,328,Appartements,32
Cornillon,2016,563,Appartements,76
Courry,2016,224,Appartements,17
Crespian,2016,182,Appartements,15
Cros,2016,249,Appartements,7
Cruviers-Lascours,2016,312,Appartements,27
Deaux,2016,294,Appartements,8
Dions,2016,335,Appartements,42
Domazan,2016,466,Appartements,64
Domessargues,2016,311,Appartements,15
Dourbies,2016,540,Appartements,15
Durfort-et-Saint-Martin-de-Sossenac,2016,499,Appartements,27
Estézargues,2016,260,Appartements,33
L'Estréchure,2016,231,Appartements,15
Euzet,2016,242,Appartements,17
Flaux,2016,238,Appartements,2
Foissac,2016,215,Appartements,30
Fons,2016,605,Appartements,40
Fons-sur-Lussan,2016,193,Appartements,2
Fontanès,2016,329,Appartements,39
Fontarèches,2016,171,Appartements,5
Fournès,2016,517,Appartements,28
Fourques,2016,1387,Appartements,249
Fressac,2016,114,Appartements,13
Gagnières,2016,777,Appartements,294
Gailhan,2016,131,Appartements,9
Gajan,2016,326,Appartements,42
Gallargues-le-Montueux,2016,1919,Appartements,275
Le Garn,2016,184,Appartements,9
Garons,2016,1980,Appartements,374
Garrigues-Sainte-Eulalie,2016,415,Appartements,18
Gaujac,2016,554,Appartements,27
Générac,2016,1862,Appartements,326
Générargues,2016,461,Appartements,97
Génolhac,2016,841,Appartements,126
Goudargues,2016,786,Appartements,133
La Grand-Combe,2016,3056,Appartements,1953
Le Grau-du-Roi,2016,24096,Appartements,20639
Issirac,2016,230,Appartements,21
Jonquières-Saint-Vincent,2016,1634,Appartements,210
Junas,2016,570,Appartements,39
Lamelouze,2016,118,Appartements,9
Langlade,2016,1000,Appartements,63
Lanuéjols,2016,480,Appartements,93
Lasalle,2016,983,Appartements,363
Laudun-l'Ardoise,2016,2632,Appartements,468
Laval-Pradel,2016,660,Appartements,50
Laval-Saint-Roman,2016,151,Appartements,8
Lecques,2016,205,Appartements,13
Lédenon,2016,696,Appartements,47
Lédignan,2016,690,Appartements,151
Lézan,2016,796,Appartements,186
Liouc,2016,136,Appartements,8
Lirac,2016,450,Appartements,37
Logrian-Florian,2016,158,Appartements,6
Lussan,2016,455,Appartements,19
Les Mages,2016,1080,Appartements,83
Malons-et-Elze,2016,188,Appartements,1
Mandagout,2016,381,Appartements,18
Manduel,2016,2937,Appartements,406
Marguerittes,2016,3928,Appartements,551
Martignargues,2016,207,Appartements,5
Le Martinet,2016,614,Appartements,260
Maruéjols-lès-Gardon,2016,127,Appartements,17
Massanes,2016,101,Appartements,11
Massillargues-Attuech,2016,393,Appartements,49
Mauressargues,2016,74,Appartements,7
Méjannes-le-Clap,2016,944,Appartements,47
Méjannes-lès-Alès,2016,557,Appartements,49
Meynes,2016,1110,Appartements,141
Meyrannes,2016,609,Appartements,139
Mialet,2016,665,Appartements,79
Milhaud,2016,2613,Appartements,516
Molières-Cavaillac,2016,515,Appartements,65
Molières-sur-Cèze,2016,1022,Appartements,588
Monoblet,2016,448,Appartements,38
Mons,2016,818,Appartements,43
Montaren-et-Saint-Médiers,2016,843,Appartements,72
Montclus,2016,222,Appartements,45
Montdardier,2016,217,Appartements,30
Monteils,2016,299,Appartements,13
Montfaucon,2016,676,Appartements,62
Montfrin,2016,1612,Appartements,217
Montignargues,2016,259,Appartements,28
Montmirat,2016,175,Appartements,8
Montpezat,2016,530,Appartements,61
Moulézan,2016,306,Appartements,29
Moussac,2016,701,Appartements,62
Mus,2016,616,Appartements,53
Nages-et-Solorgues,2016,747,Appartements,36
Navacelles,2016,193,Appartements,15
Ners,2016,408,Appartements,37
Nîmes,2016,81069,Appartements,55590
Orsan,2016,549,Appartements,38
Orthoux-Sérignac-Quilhan,2016,266,Appartements,24
Parignargues,2016,272,Appartements,19
Peyremale,2016,276,Appartements,18
Peyrolles,2016,40,Appartements,3
Le Pin,2016,228,Appartements,12
Les Plans,2016,120,Appartements,11
Les Plantiers,2016,317,Appartements,98
Pommiers,2016,56,Appartements,0
Pompignan,2016,496,Appartements,43
Ponteils-et-Brésis,2016,326,Appartements,3
Pont-Saint-Esprit,2016,5600,Appartements,2256
Portes,2016,269,Appartements,51
Potelières,2016,211,Appartements,23
Pougnadoresse,2016,148,Appartements,3
Poulx,2016,1595,Appartements,117
Pouzilhac,2016,360,Appartements,22
Puechredon,2016,17,Appartements,2
Pujaut,2016,1888,Appartements,140
Quissac,2016,1628,Appartements,461
Redessan,2016,1666,Appartements,220
Remoulins,2016,1270,Appartements,466
Revens,2016,48,Appartements,3
Ribaute-les-Tavernes,2016,1008,Appartements,127
Rivières,2016,259,Appartements,39
Robiac-Rochessadoule,2016,692,Appartements,248
Rochefort-du-Gard,2016,3241,Appartements,315
Rochegude,2016,210,Appartements,6
Rogues,2016,101,Appartements,5
Roquedur,2016,140,Appartements,7
Roquemaure,2016,2749,Appartements,777
La Roque-sur-Cèze,2016,185,Appartements,9
Rousson,2016,1846,Appartements,110
La Rouvière,2016,321,Appartements,79
Sabran,2016,951,Appartements,64
Saint-Alexandre,2016,590,Appartements,46
Saint-Ambroix,2016,2144,Appartements,834
Sainte-Anastasie,2016,845,Appartements,42
Saint-André-de-Majencoules,2016,621,Appartements,68
Saint-André-de-Roquepertuis,2016,427,Appartements,40
Saint-André-de-Valborgne,2016,592,Appartements,106
Saint-André-d'Olérargues,2016,257,Appartements,22
Saint-Bauzély,2016,261,Appartements,29
Saint-Bénézet,2016,128,Appartements,8
Saint-Bonnet-du-Gard,2016,411,Appartements,47
Saint-Bonnet-de-Salendrinque,2016,74,Appartements,7
Saint-Brès,2016,461,Appartements,52
Saint-Bresson,2016,75,Appartements,14
Sainte-Cécile-d'Andorge,2016,395,Appartements,37
Saint-Césaire-de-Gauzignan,2016,203,Appartements,19
Saint-Chaptes,2016,873,Appartements,160
Saint-Christol-de-Rodières,2016,128,Appartements,9
Saint-Christol-lez-Alès,2016,3279,Appartements,542
Saint-Clément,2016,179,Appartements,7
Saint-Côme-et-Maruéjols,2016,367,Appartements,55
Sainte-Croix-de-Caderle,2016,94,Appartements,12
Saint-Denis,2016,212,Appartements,20
Saint-Dézéry,2016,210,Appartements,18
Saint-Dionisy,2016,446,Appartements,45
Saint-Étienne-de-l'Olm,2016,177,Appartements,2
Saint-Étienne-des-Sorts,2016,312,Appartements,76
Saint-Félix-de-Pallières,2016,192,Appartements,9
Saint-Florent-sur-Auzonnet,2016,846,Appartements,301
Saint-Geniès-de-Comolas,2016,877,Appartements,100
Saint-Geniès-de-Malgoirès,2016,1381,Appartements,311
Saint-Gervais,2016,397,Appartements,12
Saint-Gervasy,2016,765,Appartements,62
Saint-Gilles,2016,6476,Appartements,1987
Saint-Hilaire-de-Brethmas,2016,2056,Appartements,224
Saint-Hilaire-d'Ozilhan,2016,523,Appartements,20
Saint-Hippolyte-de-Caton,2016,121,Appartements,5
Saint-Hippolyte-de-Montaigu,2016,161,Appartements,6
Saint-Hippolyte-du-Fort,2016,2350,Appartements,847
Saint-Jean-de-Ceyrargues,2016,92,Appartements,3
Saint-Jean-de-Crieulon,2016,142,Appartements,14
Saint-Jean-de-Maruéjols-et-Avéjan,2016,677,Appartements,102
Saint-Jean-de-Serres,2016,292,Appartements,44
Saint-Jean-de-Valériscle,2016,433,Appartements,113
Saint-Jean-du-Gard,2016,1847,Appartements,724
Saint-Jean-du-Pin,2016,736,Appartements,75
Saint-Julien-de-Cassagnas,2016,376,Appartements,46
Saint-Julien-de-la-Nef,2016,118,Appartements,13
Saint-Julien-de-Peyrolas,2016,753,Appartements,62
Saint-Julien-les-Rosiers,2016,1529,Appartements,130
Saint-Just-et-Vacquières,2016,158,Appartements,3
Saint-Laurent-d'Aigouze,2016,1930,Appartements,406
Saint-Laurent-de-Carnols,2016,294,Appartements,14
Saint-Laurent-des-Arbres,2016,1283,Appartements,126
Saint-Laurent-la-Vernède,2016,442,Appartements,19
Saint-Laurent-le-Minier,2016,343,Appartements,18
Saint-Mamert-du-Gard,2016,693,Appartements,89
Saint-Marcel-de-Careiret,2016,432,Appartements,9
Saint-Martial,2016,255,Appartements,9
Saint-Martin-de-Valgalgues,2016,2139,Appartements,561
Saint-Maurice-de-Cazevieille,2016,378,Appartements,52
Saint-Maximin,2016,464,Appartements,22
Saint-Michel-d'Euzet,2016,381,Appartements,18
Saint-Nazaire,2016,611,Appartements,196
Saint-Nazaire-des-Gardies,2016,48,Appartements,9
Saint-Paulet-de-Caisson,2016,980,Appartements,84
Saint-Paul-la-Coste,2016,281,Appartements,6
Saint-Pons-la-Calm,2016,241,Appartements,23
Saint-Privat-de-Champclos,2016,260,Appartements,15
Saint-Privat-des-Vieux,2016,2438,Appartements,248
Saint-Quentin-la-Poterie,2016,1730,Appartements,157
Saint-Roman-de-Codières,2016,182,Appartements,11
Saint-Sauveur-Camprieu,2016,619,Appartements,24
Saint-Sébastien-d'Aigrefeuille,2016,350,Appartements,12
Saint-Siffret,2016,736,Appartements,19
Saint-Théodorit,2016,249,Appartements,37
Saint-Victor-des-Oules,2016,195,Appartements,5
Saint-Victor-la-Coste,2016,984,Appartements,61
Saint-Victor-de-Malcap,2016,498,Appartements,35
Salazac,2016,152,Appartements,9
Salindres,2016,1725,Appartements,426
Salinelles,2016,281,Appartements,26
Les Salles-du-Gardon,2016,1433,Appartements,618
Sanilhac-Sagriès,2016,498,Appartements,51
Sardan,2016,165,Appartements,18
Saumane,2016,270,Appartements,49
Sauve,2016,1410,Appartements,372
Sauveterre,2016,922,Appartements,89
Sauzet,2016,339,Appartements,34
Savignargues,2016,124,Appartements,10
Saze,2016,950,Appartements,100
Sénéchas,2016,289,Appartements,10
Sernhac,2016,854,Appartements,105
Servas,2016,118,Appartements,5
Serviers-et-Labaume,2016,316,Appartements,32
Seynes,2016,118,Appartements,21
Sommières,2016,2614,Appartements,1275
Soudorgues,2016,232,Appartements,12
Soustelle,2016,120,Appartements,7
Souvignargues,2016,448,Appartements,30
Sumène,2016,1240,Appartements,334
Tavel,2016,968,Appartements,154
Tharaux,2016,56,Appartements,3
Théziers,2016,518,Appartements,34
Thoiras,2016,268,Appartements,24
Tornac,2016,541,Appartements,74
Tresques,2016,902,Appartements,66
Trèves,2016,142,Appartements,21
Uchaud,2016,1988,Appartements,403
Uzès,2016,5534,Appartements,2837
Vabres,2016,78,Appartements,3
Vallabrègues,2016,753,Appartements,37
Vallabrix,2016,257,Appartements,11
Vallérargues,2016,96,Appartements,3
Val-d'Aigoual,2016,1853,Appartements,399
Valliguières,2016,313,Appartements,28
Vauvert,2016,5400,Appartements,1866
Vénéjan,2016,605,Appartements,33
Verfeuil,2016,399,Appartements,10
Vergèze,2016,2228,Appartements,311
La Vernarède,2016,363,Appartements,80
Vers-Pont-du-Gard,2016,1018,Appartements,101
Vestric-et-Candiac,2016,601,Appartements,53
Vézénobres,2016,976,Appartements,136
Vic-le-Fesq,2016,255,Appartements,25
Le Vigan,2016,2712,Appartements,1440
Villeneuve-lès-Avignon,2016,6382,Appartements,1866
Villevieille,2016,860,Appartements,78
Vissec,2016,79,Appartements,2
Montagnac,2016,108,Appartements,10
Saint-Paul-les-Fonts,2016,438,Appartements,52
Rodilhan,2016,1376,Appartements,280
Abeilhan,2016,843,Appartements,73
Adissan,2016,628,Appartements,33
Agde,2016,48638,Appartements,34510
Agel,2016,181,Appartements,13
Agonès,2016,132,Appartements,6
Aigne,2016,211,Appartements,9
Aigues-Vives,2016,345,Appartements,8
Les Aires,2016,409,Appartements,39
Alignan-du-Vent,2016,908,Appartements,48
Aniane,2016,1614,Appartements,315
Arboras,2016,90,Appartements,10
Argelliers,2016,487,Appartements,39
Aspiran,2016,863,Appartements,88
Assas,2016,704,Appartements,78
Assignan,2016,155,Appartements,16
Aumelas,2016,286,Appartements,26
Aumes,2016,294,Appartements,18
Autignac,2016,582,Appartements,33
Avène,2016,591,Appartements,224
Azillanet,2016,312,Appartements,13
Babeau-Bouldoux,2016,240,Appartements,9
Baillargues,2016,3294,Appartements,816
Balaruc-les-Bains,2016,7355,Appartements,4952
Balaruc-le-Vieux,2016,1264,Appartements,192
Bassan,2016,1042,Appartements,106
Beaufort,2016,181,Appartements,19
Beaulieu,2016,803,Appartements,134
Bédarieux,2016,4102,Appartements,2026
Bélarga,2016,330,Appartements,21
Berlou,2016,191,Appartements,25
Bessan,2016,2800,Appartements,432
Béziers,2016,44937,Appartements,28252
Boisseron,2016,850,Appartements,106
Boisset,2016,43,Appartements,1
La Boissière,2016,486,Appartements,20
Le Bosc,2016,745,Appartements,62
Boujan-sur-Libron,2016,1682,Appartements,457
Le Bousquet-d'Orb,2016,1118,Appartements,346
Bouzigues,2016,1041,Appartements,227
Brenas,2016,47,Appartements,2
Brignac,2016,361,Appartements,24
Brissac,2016,457,Appartements,28
Buzignargues,2016,146,Appartements,17
Cabrerolles,2016,279,Appartements,19
Cabrières,2016,340,Appartements,30
Cambon-et-Salvergues,2016,147,Appartements,16
Campagnan,2016,347,Appartements,39
Campagne,2016,146,Appartements,16
Camplong,2016,224,Appartements,19
Candillargues,2016,714,Appartements,150
Canet,2016,1509,Appartements,93
Capestang,2016,1793,Appartements,261
Carlencas-et-Levas,2016,77,Appartements,1
Cassagnoles,2016,107,Appartements,5
Castanet-le-Haut,2016,224,Appartements,12
Castelnau-de-Guers,2016,914,Appartements,63
Castelnau-le-Lez,2016,9759,Appartements,5361
Castries,2016,2944,Appartements,669
La Caunette,2016,264,Appartements,24
Causse-de-la-Selle,2016,248,Appartements,3
Causses-et-Veyran,2016,436,Appartements,33
Caussiniojouls,2016,108,Appartements,6
Caux,2016,1412,Appartements,110
Le Caylar,2016,359,Appartements,80
Cazedarnes,2016,340,Appartements,8
Cazevieille,2016,105,Appartements,7
Cazilhac,2016,812,Appartements,95
Cazouls-d'Hérault,2016,256,Appartements,21
Cazouls-lès-Béziers,2016,2477,Appartements,324
Cébazan,2016,370,Appartements,19
Ceilhes-et-Rocozels,2016,454,Appartements,150
Celles,2016,14,Appartements,4
Cers,2016,1138,Appartements,133
Cessenon-sur-Orb,2016,1364,Appartements,142
Cesseras,2016,332,Appartements,20
Ceyras,2016,623,Appartements,58
Clapiers,2016,2316,Appartements,431
Claret,2016,705,Appartements,59
Clermont-l'Hérault,2016,4888,Appartements,2508
Colombières-sur-Orb,2016,360,Appartements,34
Colombiers,2016,1331,Appartements,153
Combaillaux,2016,621,Appartements,37
Combes,2016,200,Appartements,16
Corneilhan,2016,867,Appartements,60
Coulobres,2016,186,Appartements,5
Courniou,2016,496,Appartements,22
Cournonsec,2016,1291,Appartements,201
